id,Churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_contrato,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,total_cobrado,contas_diarias
1371-WEPDS,não,Masculino,1,Sim,Não,40,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Anual,Não,Cheque eletrônico,55.8,2283.3,1.8599999999999999
1373-ORVIZ,sim,Feminino,0,Sim,Sim,11,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Cheque eletrônico,66.35,740.8,2.2116666666666664
1374-DMZUI,sim,Feminino,1,Não,Não,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.3,424.45,3.143333333333333
1376-HHBDV,não,Feminino,0,Não,Não,30,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,48.8,1536.75,1.6266666666666665
1379-FRVEB,não,Masculino,0,Não,Sim,15,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,91.0,1430.05,3.033333333333333
1383-EZRWL,sim,Feminino,0,Não,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.05,164.85,0.6683333333333333
1384-RCUXW,não,Masculino,0,Não,Não,16,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,80.55,1248.9,2.685
1385-TQOZW,não,Feminino,0,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cartão de crédito (automático),20.45,147.55,0.6816666666666666
1386-ZIKUV,não,Masculino,0,Não,Não,7,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,18.95,130.55,0.6316666666666666
1389-CXMLU,sim,Masculino,1,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,91.05,289.1,3.0349999999999997
1389-WNUIB,não,Feminino,0,Sim,Sim,20,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,Não,Transferência bancária (automática),76.0,1588.75,2.533333333333333
1391-UBDAR,não,Masculino,0,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,72.9,818.45,2.43
1393-IMKZG,não,Feminino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.85,95.85,3.195
1394-SUIUH,não,Feminino,1,Sim,Não,44,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,85.15,3670.5,2.8383333333333334
1395-OFUWC,não,Masculino,0,Sim,Sim,43,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),29.3,1224.05,0.9766666666666667
1395-WSWXR,não,Masculino,0,Não,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.75,487.05,0.6916666666666667
1396-QWFBJ,sim,Feminino,0,Sim,Sim,21,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),74.05,1565.7,2.4683333333333333
1397-XKKWR,não,Masculino,0,Não,Não,7,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cheque enviado,35.3,264.8,1.1766666666666665
1399-OUPJN,não,Feminino,0,Sim,Sim,57,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),19.75,1272.05,0.6583333333333333
1399-UBQIU,não,Masculino,0,Não,Não,11,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,69.35,712.25,2.3116666666666665
1400-MMYXY,sim,Masculino,1,Sim,Não,3,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,105.9,334.65,3.5300000000000002
1400-WIVLL,não,Masculino,0,Sim,Não,57,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,107.95,5969.85,3.5983333333333336
1401-FTHFQ,não,Masculino,0,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Sim,Cartão de crédito (automático),20.0,445.3,0.6666666666666666
1402-PTHGN,não,Feminino,0,Sim,Sim,18,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cheque enviado,61.5,1087.45,2.05
1403-GYAFU,não,Masculino,0,Sim,Sim,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),20.05,1360.25,0.6683333333333333
1403-LKLIK,não,Feminino,0,Sim,Sim,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.1,579.4,0.67
1406-PUQVY,não,Masculino,0,Não,Sim,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.9,49.9,1.6633333333333333
1407-DIGZV,não,Feminino,0,Sim,Sim,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.1,52.0,0.6366666666666667
1409-PHXTF,não,Masculino,1,Sim,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,110.45,6077.75,3.6816666666666666
1410-RSCMR,não,Masculino,0,Sim,Sim,7,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cartão de crédito (automático),71.35,515.75,2.378333333333333
1414-YADCW,não,Masculino,0,Sim,Não,70,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),84.6,5706.2,2.82
1415-YFWLT,sim,Feminino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.3,89.3,2.9766666666666666
1421-HCERK,não,Masculino,1,Sim,Não,30,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Transferência bancária (automática),105.7,3181.8,3.5233333333333334
1422-DGUBX,não,Masculino,0,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Anual,Sim,Cheque eletrônico,79.25,2619.15,2.6416666666666666
1423-BMPBQ,não,Feminino,0,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.0,19.0,0.6333333333333333
1427-VERSM,não,Feminino,0,Sim,Não,56,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.7,5669.5,3.29
1428-GTBJJ,sim,Masculino,0,Não,Não,11,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.55,824.75,2.485
1428-IEDPR,não,Masculino,0,Não,Não,52,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,109.3,5731.4,3.643333333333333
1429-UYJSV,não,Feminino,0,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.7,260.9,0.6566666666666666
1430-SFQSA,não,Masculino,0,Não,Não,29,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Cheque enviado,35.6,1072.6,1.1866666666666668
1431-AIDJQ,não,Masculino,0,Sim,Sim,33,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),82.1,2603.1,2.7366666666666664
1431-CYWMH,não,Feminino,0,Sim,Sim,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Transferência bancária (automática),19.05,454.05,0.635
1432-FPAXX,sim,Feminino,0,Não,Não,29,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,30.6,856.35,1.02
1436-ZMJAN,não,Feminino,0,Sim,Não,10,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),67.8,653.15,2.26
1439-LCGVL,não,Feminino,0,Sim,Não,26,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.2,459.6,0.64
1442-BQPVU,não,Feminino,0,Não,Não,13,Não,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,29.15,357.15,0.9716666666666666
1442-OKRJE,não,Masculino,0,Sim,Sim,66,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),103.15,7031.3,3.4383333333333335
1444-VVSGW,sim,Masculino,0,Sim,Não,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito (automático),115.65,7968.85,3.855
1447-GIQMR,sim,Masculino,0,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.15,69.15,2.305
1447-PJGGA,sim,Feminino,0,Não,Não,57,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,95.25,5464.65,3.175
1448-CYWKC,não,Feminino,0,Sim,Sim,58,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),105.2,6225.4,3.506666666666667
1448-PWKYE,sim,Masculino,0,Sim,Sim,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,80.0,80.0,2.6666666666666665
1449-XQEMT,sim,Masculino,0,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.8,58.15,0.66
1450-GALXR,sim,Feminino,0,Não,Não,10,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.5,1058.25,3.283333333333333
1450-SKCVI,sim,Feminino,0,Não,Não,56,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,73.85,4092.85,2.4616666666666664
1452-KIOVK,não,Masculino,0,Não,Sim,22,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),89.1,1949.4,2.9699999999999998
1452-UZOSF,não,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),106.1,7548.6,3.5366666666666666
1452-VOQCH,não,Masculino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.1,75.1,2.503333333333333
1452-XRSJV,não,Feminino,0,Sim,Sim,39,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),51.05,2066.0,1.7016666666666667
1453-RZFON,não,Feminino,0,Não,Sim,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,49.9,49.9,1.6633333333333333
1455-ESIQH,sim,Masculino,0,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.1,89.1,2.9699999999999998
1455-HFBXA,não,Masculino,0,Sim,Não,52,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Não,Não,Bienal,Sim,Cartão de crédito (automático),91.6,4627.8,3.0533333333333332
1455-UGQVH,sim,Masculino,0,Sim,Não,10,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.5,1037.75,3.283333333333333
1456-TWCGB,não,Masculino,0,Não,Não,4,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,49.25,208.45,1.6416666666666666
1459-QNFQT,não,Masculino,0,Sim,Sim,70,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),59.5,4144.8,1.9833333333333334
1460-UZPRJ,não,Masculino,0,Sim,Não,60,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.95,1258.15,0.6649999999999999
1465-LNTLJ,não,Masculino,1,Sim,Não,8,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cartão de crédito (automático),64.4,581.7,2.146666666666667
1465-VINDH,sim,Feminino,0,Sim,Sim,10,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.1,1068.85,3.4033333333333333
1465-WCZVT,não,Feminino,0,Sim,Sim,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.65,60.65,0.6549999999999999
1468-DEFNC,não,Masculino,1,Sim,Sim,64,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),24.4,1548.65,0.8133333333333332
1469-LBJQJ,não,Feminino,0,Sim,Não,66,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,105.2,6936.85,3.506666666666667
1470-PSXNM,não,Masculino,0,Sim,Sim,49,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,93.65,4520.15,3.121666666666667
1471-GIQKQ,não,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,49.95,49.95,1.665
1472-TNCWL,não,Masculino,0,Não,Sim,36,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,3512.5,3.1566666666666667
1474-JUWSM,não,Feminino,0,Sim,Não,58,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Cheque eletrônico,68.4,3972.25,2.2800000000000002
1475-VWVDO,não,Masculino,0,Não,Não,7,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,490.55,2.496666666666667
1478-VPOAD,não,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,43.8,43.8,1.46
1480-BKXGA,não,Masculino,1,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),116.05,8404.9,3.868333333333333
1480-IVEVR,não,Masculino,1,Sim,Não,35,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Anual,Sim,Transferência bancária (automática),81.6,2815.25,2.7199999999999998
1481-ZUWZA,sim,Masculino,0,Não,Não,28,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),94.5,2659.4,3.15
1482-OXZSY,não,Masculino,0,Não,Não,30,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),100.4,2936.25,3.3466666666666667
1485-YDHMM,não,Masculino,0,Sim,Sim,52,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automática),93.25,4631.7,3.1083333333333334
1488-PBLJN,não,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),116.85,8477.7,3.895
1488-SYSFC,não,Masculino,0,Sim,Sim,31,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque eletrônico,20.65,702.05,0.6883333333333332
1492-KGETH,não,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Não,Transferência bancária (automática),78.35,5445.95,2.6116666666666664
1492-QGCLU,não,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,85.7,4616.1,2.856666666666667
1493-AMTIE,sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Transferência bancária (automática),20.2,20.2,0.6733333333333333
1494-EJZDW,não,Feminino,0,Sim,Sim,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.15,220.8,0.6716666666666666
1496-GGSUK,sim,Feminino,1,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,25.7,25.7,0.8566666666666667
1498-DQNRX,não,Feminino,0,Sim,Não,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.85,573.05,0.6616666666666667
1498-NHTLT,não,Masculino,0,Sim,Sim,59,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,86.75,5186.0,2.8916666666666666
1501-SGHBW,sim,Masculino,0,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,45.85,81.0,1.5283333333333333
1502-XFCVR,sim,Feminino,0,Não,Não,58,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,106.45,6145.85,3.5483333333333333
1506-YJTYT,não,Masculino,0,Sim,Sim,45,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Bienal,Não,Cartão de crédito (automático),73.85,3371.0,2.4616666666666664
1508-DFXCU,não,Masculino,0,Não,Não,12,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,81.45,912.0,2.7150000000000003
1513-XNPPH,sim,Feminino,0,Não,Não,12,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Cheque eletrônico,89.4,1095.65,2.98
1518-OMDIK,não,Masculino,0,Sim,Não,33,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),44.55,1462.6,1.4849999999999999
1518-VOWAV,sim,Feminino,0,Não,Não,9,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,74.65,703.55,2.4883333333333337
1522-VVDMG,sim,Masculino,0,Sim,Sim,7,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,89.75,608.8,2.9916666666666667
1525-LNLOJ,não,Masculino,0,Sim,Sim,66,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Não,Bienal,Sim,Transferência bancária (automática),63.3,4189.7,2.11
1527-SXDPN,sim,Masculino,0,Sim,Sim,52,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),96.25,4990.25,3.2083333333333335
1530-ZTDOZ,não,Feminino,0,Sim,Não,49,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Transferência bancária (automática),40.65,2070.75,1.355
1534-OULXE,não,Feminino,0,Sim,Sim,61,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automática),49.7,2961.4,1.6566666666666667
1535-VTJOQ,não,Feminino,0,Não,Não,24,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),25.15,553.0,0.8383333333333333
1536-HBSWP,não,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,49.9,49.9,1.6633333333333333
1536-YHDOE,não,Masculino,0,Sim,Sim,17,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque enviado,62.1,1096.65,2.07
1539-LNKHM,não,Feminino,0,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.4,266.6,0.6799999999999999
1541-ETJZO,sim,Masculino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque enviado,62.05,62.05,2.0683333333333334
1543-LLLFT,não,Masculino,1,Sim,Não,61,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cheque enviado,98.3,6066.55,3.2766666666666664
1544-JJMYL,não,Masculino,0,Não,Não,27,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,Cartão de crédito (automático),69.35,1927.3,2.3116666666666665
1545-ACTAS,não,Feminino,0,Sim,Sim,48,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),99.7,4977.2,3.3233333333333333
1545-JFUML,não,Masculino,0,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Não,Bienal,Sim,Cheque eletrônico,99.0,6994.6,3.3
1548-ARAGG,não,Feminino,0,Sim,Sim,4,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,58.5,224.85,1.95
1548-FEHVL,não,Masculino,0,Sim,Não,61,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.2,6375.2,3.54
1550-EENBN,não,Feminino,0,Não,Não,31,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,104.35,3205.6,3.478333333333333
1550-LOAHA,sim,Feminino,0,Sim,Não,32,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Transferência bancária (automática),84.15,2585.95,2.805
1552-AAGRX,não,Feminino,0,Não,Não,30,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Não,Transferência bancária (automática),106.4,3211.9,3.546666666666667
1552-CZCLL,não,Feminino,0,Sim,Sim,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),20.0,1087.25,0.6666666666666666
1552-TKMXS,não,Feminino,0,Sim,Não,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),20.35,869.9,0.6783333333333333
1555-DJEQW,sim,Feminino,0,Sim,Sim,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),114.2,7723.9,3.8066666666666666
1555-HAPSU,não,Feminino,0,Sim,Sim,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),23.9,1663.5,0.7966666666666666
1557-EMYVT,não,Feminino,0,Não,Não,43,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),115.05,4895.1,3.835
1559-DTODC,não,Masculino,0,Não,Não,19,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),25.15,468.35,0.8383333333333333
1561-BWHIN,não,Masculino,0,Sim,Sim,19,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.8,344.5,0.66
1563-IWQEX,não,Feminino,0,Não,Não,12,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.7,220.35,0.6566666666666666
1564-HJUVY,não,Masculino,0,Não,Não,4,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Transferência bancária (automática),63.75,226.2,2.125
1564-NTYXF,sim,Feminino,1,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,82.0,1127.2,2.7333333333333334
1565-RHDJD,sim,Feminino,0,Não,Sim,4,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),84.05,333.55,2.8016666666666667
1567-DSCIC,sim,Masculino,0,Não,Não,8,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,94.0,773.65,3.1333333333333333
1568-BEKZM,não,Masculino,1,Sim,Não,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),90.05,6333.4,3.0016666666666665
1568-LJSZU,não,Masculino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),92.2,6392.85,3.0733333333333333
1569-TTNYJ,sim,Masculino,0,Sim,Não,5,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,78.75,412.1,2.625
